file_name,max,min,one_sigma1,one_sigma2,outlier_cnt_mean,div60,peak,tail,date,class,label_first,label_second,label_third,label_fourth,real_label,log_label
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/101_bioref_0_1_cam1.tif,52.461908333333334,52.428525,52.45302267335346,52.437827974794686,18,4.8753177584876495,6292448,24.0,190522,0,0,,0.0,0.0,15.5,1.1903316981702914
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_0_2_cam1.tif,43.54639166666666,43.398730555555545,43.50304523795926,43.435780873151856,22,37.537965302469075,2828849,80.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_120_1_cam1.tif,40.289730555555565,40.159558333333344,40.25421640352927,40.18226942980407,26,47.86463656249998,3661208,74.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/107_bioref_240_2_cam1.tif,50.94924166666666,50.48029722222223,50.81521882367082,50.61883941706992,20,471.37071298996915,1322894,179.0,190522,6,1,6.0,,,13650000.0,7.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/103_bioref_0_2_cam1.tif,47.02736388888889,46.98861388888889,47.01695605294815,46.99758774334816,21,4.807401060956797,6506136,21.0,190522,2,0,,0.0,2.0,1365.0,3.1351326513767748
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/103_bioref_240_1_cam1.tif,45.937630555555565,45.899494444444436,45.92667904495863,45.90697132541173,24,3.2964014783950626,6659816,25.0,190522,2,0,,0.0,2.0,1365.0,3.1351326513767748
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/101_bioref_120_1_cam1.tif,55.49270277777778,55.40989722222222,55.45172077681928,55.418098297254794,15,3.819469137345688,6189873,23.0,190522,0,0,,0.0,0.0,15.5,1.1903316981702914
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/104_bioref_240_2_cam1.tif,48.48655833333334,48.44589722222222,48.475260397347895,48.457320713763195,16,3.944641861111114,6379124,21.0,190522,3,0,,1.0,,13650.0,4.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_0_3_cam1.tif,43.482044444444455,43.377355555555546,43.458273072297686,43.411542020294895,22,38.90836502237649,2800574,87.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_240_3_cam1.tif,52.46380833333333,52.316680555555564,52.42951100788145,52.35583723285928,19,77.59209454398155,3161500,74.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/107_bioref_0_3_cam1.tif,51.37186666666667,51.07690833333334,51.31499581557585,51.18431261035008,19,276.5486283140434,1027645,192.0,190522,6,1,6.0,,,13650000.0,7.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/104_bioref_120_2_cam1.tif,42.96218055555556,42.92877222222222,42.951432801140776,42.93808627293332,18,3.4827522222222265,6650915,21.0,190522,3,0,,1.0,,13650.0,4.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/104_bioref_0_1_cam1.tif,48.99765,48.97163055555556,48.99052769850454,48.97942100519918,19,4.366722222222227,6276850,23.0,190522,3,0,,1.0,,13650.0,4.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/105_bioref_0_3_cam1.tif,54.09205,54.048066666666664,54.08044650177917,54.05915164636898,18,9.845941498456812,4909108,33.0,190522,4,1,4.0,,,136500.0,5.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_0_1_cam1.tif,43.51524166666667,43.410472222222225,43.493709610362174,43.44008835260075,24,36.31178280401225,2851859,77.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/104_bioref_240_3_cam1.tif,48.452011111111105,48.428594444444435,48.44357640683464,48.43379563020241,22,3.927894774691352,6380350,21.0,190522,3,0,,1.0,,13650.0,4.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/105_bioref_240_3_cam1.tif,50.747836111111106,50.67055833333333,50.72359126756749,50.69125234354362,19,9.66137403626543,5650585,29.0,190522,4,1,4.0,,,136500.0,5.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/105_bioref_120_3_cam1.tif,55.90113333333333,55.83515277777778,55.87510907850045,55.84964194001806,17,11.674534266203716,5323588,32.0,190522,4,1,4.0,,,136500.0,5.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/103_bioref_240_2_cam1.tif,45.95954722222222,45.933105555555564,45.952002230028505,45.941005825527036,25,3.296967806327165,6654797,21.0,190522,2,0,,0.0,2.0,1365.0,3.1351326513767748
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_240_2_cam1.tif,52.43669722222222,52.29781111111111,52.40303475956637,52.336560333026235,20,77.9453035393519,3150568,71.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/101_bioref_240_3_cam1.tif,52.57125277777778,52.54387222222223,52.56295527401185,52.55199361487704,15,3.553618098765425,6315636,22.0,190522,0,0,,0.0,0.0,15.5,1.1903316981702914
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/102_bioref_120_3_cam1.tif,51.99743333333333,51.970236111111106,51.989856130480135,51.979063591742076,16,3.5763118279321,6350041,23.0,190522,1,0,,0.0,1.0,136.5,2.1351326513767748
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/105_bioref_240_2_cam1.tif,50.70493333333334,50.63153333333333,50.68122120475909,50.64934073968536,22,9.593250067129649,5667122,33.0,190522,4,1,4.0,,,136500.0,5.135132651376775
/hdd2/data/TWT/AI_0422-0522/bioref_setup/190522/cam1(10^1=15.5) (10^2=136.5)/106_bioref_120_3_cam1.tif,40.31391666666666,40.20895,40.2881663581552,40.231874197400366,24,47.665768055555546,3689081,69.0,190522,5,1,5.0,,,1365000.0,6.135132651376775
